This file was created by CMPT_ME_BEME_RETS_WEEKLY using the 202007 CRSP database.
The Tbill return is the weekly rate that, over four weeks, 
compounds to 1-month TBill rate from Ibbotson and Associates Inc.

,Mkt-RF,SMB,HML,RF
19760227,   -2.11,    0.55,    0.52,   0.084
19760305,   -0.52,    0.66,    1.15,   0.100
19760312,    1.57,   -0.70,   -0.16,   0.100
19760319,   -0.51,   -0.08,   -0.43,   0.100
19760326,    1.94,   -0.90,   -0.47,   0.100
19760402,   -0.61,    0.39,   -0.64,   0.105
19760409,   -2.14,   -0.17,   -0.88,   0.105
19760415,    0.15,   -0.92,    0.38,   0.105
19760423,    1.63,    0.53,    0.91,   0.105
19760430,   -0.72,   -0.04,    0.05,   0.105
19760507,    0.32,   -0.33,   -0.78,   0.093
19760514,   -0.36,    0.14,    1.06,   0.093
19760521,   -0.12,   -0.42,   -0.06,   0.093
19760528,   -1.19,   -0.65,   -1.49,   0.093
19760604,   -0.95,   -0.22,   -0.02,   0.109
19760611,    1.50,   -1.07,   -0.55,   0.109
19760618,    2.76,   -0.27,    0.69,   0.109
19760625,    0.07,    0.34,    0.16,   0.109
19760702,    0.38,    0.26,    0.28,   0.116
19760709,    0.78,    0.48,    0.41,   0.116
19760716,   -0.29,    0.75,    0.03,   0.116
19760723,   -0.66,   -0.32,    0.25,   0.116
19760730,   -0.74,   -1.01,    0.97,   0.116
19760806,    0.48,   -0.55,    0.66,   0.105
19760813,    0.39,   -0.59,   -0.03,   0.105
19760820,   -1.81,   -0.14,    0.13,   0.105
19760827,   -0.85,   -0.29,    0.00,   0.105
19760903,    2.59,   -0.56,   -0.48,   0.109
19760910,    0.26,    0.16,   -0.12,   0.109
19760917,    1.34,   -0.51,   -0.28,   0.109
19760924,    0.48,    0.30,    0.72,   0.109
19761001,   -2.33,    0.44,    0.08,   0.102
19761008,   -1.57,    0.06,   -0.15,   0.102
19761015,   -1.68,    0.26,   -0.14,   0.102
19761022,   -0.85,    0.47,    0.63,   0.102
19761029,    2.62,   -0.85,   -0.72,   0.102
19761105,   -1.40,    1.21,    1.45,   0.099
19761112,   -1.55,    0.34,   -0.22,   0.099
19761119,    2.81,   -0.31,    0.11,   0.099
19761126,    1.43,    0.45,   -0.20,   0.099
19761203,   -0.20,    0.85,    0.96,   0.101
19761210,    2.12,    1.02,    0.50,   0.101
19761217,   -0.20,    0.47,    1.72,   0.101
19761223,    0.37,    0.16,   -0.68,   0.101
19761231,    2.51,    0.98,   -0.04,   0.101
19770107,   -1.77,    2.70,    1.34,   0.090
19770114,   -0.69,    1.07,    0.57,   0.090
19770121,   -0.38,    1.10,    1.26,   0.090
19770128,   -1.24,    0.45,    1.28,   0.090
19770204,    0.16,    0.50,   -0.13,   0.088
19770211,   -1.47,    1.07,   -0.33,   0.088
19770218,    0.29,   -0.47,    0.88,   0.088
19770225,   -1.13,    0.00,   -0.08,   0.088
19770304,    1.62,   -0.66,   -0.17,   0.094
19770311,   -0.39,    0.64,    0.02,   0.094
19770318,    0.94,   -0.26,    0.42,   0.094
19770325,   -2.49,    1.27,    0.19,   0.094
19770401,   -0.11,   -0.76,    0.61,   0.094
19770407,   -0.95,   -0.05,    0.15,   0.094
19770415,    2.62,   -0.61,    0.95,   0.094
19770422,   -2.23,    1.35,    1.34,   0.094
19770429,    0.00,   -0.52,    0.90,   0.094
19770506,    1.42,    0.15,    0.11,   0.093
19770513,   -0.18,    0.63,    0.37,   0.093
19770520,    0.44,    0.42,    0.09,   0.093
19770527,   -2.88,    0.40,    0.28,   0.093
19770603,    1.20,   -0.72,   -0.37,   0.100
19770610,    0.81,    0.56,   -0.05,   0.100
19770617,    1.55,    0.06,   -0.73,   0.100
19770624,    1.33,    0.53,    0.26,   0.100
19770701,   -0.82,    1.51,    0.52,   0.104
19770708,   -0.16,    0.94,    0.02,   0.104
19770715,    0.40,    0.29,   -0.40,   0.104
19770722,    1.19,    0.11,   -0.32,   0.104
19770729,   -2.84,    0.22,   -0.17,   0.104
19770805,    0.00,    0.26,   -0.71,   0.110
19770812,   -0.68,    0.81,   -0.85,   0.110
19770819,   -0.43,    0.64,   -1.46,   0.110
19770826,   -1.28,    0.36,    0.40,   0.110
19770902,    1.35,   -0.15,   -0.19,   0.108
19770909,   -1.08,    0.74,    0.31,   0.108
19770916,    0.06,    0.28,   -0.58,   0.108
19770923,   -1.41,    0.37,    0.36,   0.108
19770930,    1.36,   -0.21,   -0.46,   0.108
19771007,   -0.35,    0.68,    0.54,   0.123
19771014,   -2.71,    0.14,    0.55,   0.123
19771021,   -1.22,    0.54,    0.49,   0.123
19771028,    0.03,   -0.37,   -0.04,   0.123
19771104,   -0.69,    0.78,    0.50,   0.125
19771111,    4.77,   -0.35,   -0.87,   0.125
19771118,   -0.16,    1.98,    0.37,   0.125
19771125,    1.66,    0.48,   -0.24,   0.125
19771202,   -1.72,    1.57,    1.00,   0.121
19771209,   -1.14,    0.39,    0.29,   0.121
19771216,   -0.20,    0.69,   -0.25,   0.121
19771223,    1.05,   -0.75,   -0.55,   0.121
19771230,    0.46,    0.23,   -0.12,   0.121
19780106,   -3.65,    0.32,    1.84,   0.122
19780113,   -2.18,    0.22,    1.05,   0.122
19780120,    0.30,    0.84,    0.16,   0.122
19780127,   -1.27,    0.91,    0.96,   0.122
19780203,    1.50,    1.07,   -0.93,   0.115
19780210,    0.79,    0.74,    0.03,   0.115
19780217,   -2.18,    1.32,    0.58,   0.115
19780224,    0.68,    0.18,   -0.18,   0.115
19780303,   -1.05,    0.46,    0.90,   0.132
19780310,    1.65,    0.28,   -0.43,   0.132
19780317,    1.48,    0.59,   -0.05,   0.132
19780323,   -0.74,    1.11,    0.51,   0.132
19780331,   -0.08,    1.41,    0.78,   0.132
19780407,    1.19,    0.68,   -0.54,   0.134
19780414,    2.93,    0.01,   -0.86,   0.134
19780421,    1.33,   -0.09,   -0.72,   0.134
19780428,    2.20,   -0.25,   -1.18,   0.134
19780505,    0.46,    1.80,    0.02,   0.127
19780512,    1.62,    1.10,   -1.30,   0.127
19780519,    0.35,    1.21,    0.21,   0.127
19780526,   -1.34,    0.37,    0.35,   0.127
19780602,    1.45,   -0.12,   -0.33,   0.134
19780609,    1.95,    1.04,   -0.27,   0.134
19780616,   -2.08,    1.63,    0.23,   0.134
19780623,   -1.87,   -0.59,    0.85,   0.134
19780630,   -0.57,   -0.37,   -0.02,   0.134
19780707,   -0.67,   -0.14,   -0.15,   0.139
19780714,    2.56,   -0.59,   -0.57,   0.139
19780721,    0.22,    1.08,    0.33,   0.139
19780728,    2.17,    0.04,   -0.34,   0.139
19780804,    3.86,   -1.44,   -0.71,   0.138
19780811,    0.54,    2.16,   -0.19,   0.138
19780818,    0.99,    1.56,   -0.17,   0.138
19780825,    0.40,    1.38,   -0.03,   0.138
19780901,   -0.99,    0.86,    0.32,   0.154
19780908,    2.74,   -0.17,   -0.45,   0.154
19780915,   -2.27,    1.33,    0.97,   0.154
19780922,   -2.75,   -1.57,    0.96,   0.154
19780929,    0.48,    0.18,    0.30,   0.154
19781006,    0.83,   -0.21,    0.21,   0.170
19781013,    0.85,    0.11,   -0.28,   0.170
19781020,   -7.43,   -4.11,    0.92,   0.170
19781027,   -4.70,   -4.00,    0.75,   0.170
19781103,    1.85,   -0.65,   -1.60,   0.175
19781110,   -1.35,    0.27,    0.33,   0.175
19781117,   -0.47,   -1.06,   -0.38,   0.175
19781124,    1.81,    1.29,   -0.66,   0.175
19781201,    0.48,    0.31,   -0.47,   0.195
19781208,    0.60,    0.97,    0.12,   0.195
19781215,   -1.46,    0.21,    0.19,   0.195
19781222,    0.57,   -0.76,   -1.19,   0.195
19781229,   -0.44,    0.59,   -0.59,   0.195
19790105,    3.29,    1.27,    0.39,   0.192
19790112,    0.83,    1.04,   -0.29,   0.192
19790119,   -0.21,    0.79,    1.02,   0.192
19790126,    1.87,   -0.45,    0.43,   0.192
19790202,   -2.00,    1.04,    0.64,   0.183
19790209,   -1.52,   -0.16,    0.65,   0.183
19790216,    0.83,    0.60,   -0.12,   0.183
19790223,   -0.87,    0.45,    0.33,   0.183
19790302,   -1.00,   -0.44,    0.36,   0.203
19790309,    2.56,   -0.02,    0.72,   0.203
19790316,    1.21,    0.66,   -0.44,   0.203
19790323,    0.83,    0.78,   -0.46,   0.203
19790330,    0.07,    1.26,   -0.41,   0.203
19790406,    1.44,    0.01,    0.06,   0.198
19790412,   -1.03,    0.84,    0.93,   0.198
19790420,   -0.83,    0.76,   -0.06,   0.198
19790427,    0.42,    0.63,    0.12,   0.198
19790504,   -1.00,    0.42,    0.05,   0.203
19790511,   -2.30,   -1.18,    0.63,   0.203
19790518,    1.34,   -0.16,    0.37,   0.203
19790525,    0.77,    1.06,   -0.14,   0.203
19790601,   -1.05,    0.05,    0.29,   0.202
19790608,    2.40,    0.09,    0.25,   0.202
19790615,    0.65,    0.60,    0.64,   0.202
19790622,    0.42,    0.52,    0.37,   0.202
19790629,    0.16,   -0.26,    0.25,   0.202
19790706,    0.59,   -0.13,    0.59,   0.191
19790713,   -1.24,    0.82,    1.00,   0.191
19790720,   -0.63,   -0.01,    0.29,   0.191
19790727,    1.30,    0.52,   -0.18,   0.191
19790803,    1.02,    0.69,   -0.35,   0.191
19790810,    2.21,   -0.14,   -1.27,   0.191
19790817,    1.73,    0.18,    0.06,   0.191
19790824,    0.34,    0.52,    0.37,   0.191
19790831,    0.71,    0.73,   -0.38,   0.191
19790907,   -1.67,   -0.49,    0.63,   0.207
19790914,    1.06,    0.63,   -0.94,   0.207
19790921,    0.97,   -1.11,   -0.50,   0.207
19790928,   -1.14,    0.75,   -0.09,   0.207
19791005,    1.71,    0.38,   -0.50,   0.217
19791012,   -6.81,   -2.48,   -0.38,   0.217
19791019,   -3.06,   -0.38,    0.34,   0.217
19791026,   -1.32,   -1.08,   -0.79,   0.217
19791102,    2.23,    0.21,   -1.00,   0.246
19791109,   -0.80,    0.19,   -0.20,   0.246
19791116,    2.27,   -0.04,   -0.84,   0.246
19791123,    0.71,    0.34,   -1.10,   0.246
19791130,    1.89,    1.99,   -0.55,   0.246
19791207,    1.37,    1.11,   -0.88,   0.237
19791214,    1.26,    0.77,   -1.20,   0.237
19791221,   -1.10,    1.35,    0.24,   0.237
19791228,    0.18,    0.52,    0.01,   0.237
19800104,   -1.47,    0.14,    0.93,   0.199
19800111,    3.50,    1.10,   -0.21,   0.199
19800118,    0.85,    1.14,    0.84,   0.199
19800125,    1.96,   -0.39,   -0.24,   0.199
19800201,    1.18,   -0.43,    0.33,   0.221
19800208,    2.29,   -1.16,    1.32,   0.221
19800215,   -2.21,    0.57,   -0.66,   0.221
19800222,   -0.77,   -0.98,    0.09,   0.221
19800229,   -1.17,   -0.05,   -0.18,   0.221
19800307,   -6.62,   -1.29,    0.07,   0.300
19800314,   -1.63,   -0.67,   -0.20,   0.300
19800321,   -3.38,   -0.88,    0.24,   0.300
19800328,   -3.23,   -4.68,   -1.07,   0.300
19800403,    2.15,    1.83,   -0.45,   0.312
19800411,    1.39,   -0.40,    1.30,   0.312
19800418,   -3.29,    0.53,    1.20,   0.312
19800425,    4.15,   -1.24,   -1.44,   0.312
19800502,    0.53,    0.74,    0.60,   0.202
19800509,   -0.14,    1.84,    1.16,   0.202
19800516,    2.41,    0.68,   -1.13,   0.202
19800523,    2.90,   -0.64,   -0.34,   0.202
19800530,    0.43,   -0.34,    0.19,   0.202
19800606,    1.84,    0.25,   -0.94,   0.152
19800613,    2.31,   -0.34,   -0.42,   0.152
19800620,   -1.34,    0.82,    0.78,   0.152
19800627,    1.70,    0.24,   -0.48,   0.152
19800703,    1.09,    0.40,   -1.06,   0.132
19800711,    0.53,    1.33,   -0.55,   0.132
19800718,    3.23,    0.91,   -2.03,   0.132
19800725,   -0.96,    0.99,   -0.28,   0.132
19800801,    0.69,    1.78,   -1.66,   0.159
19800808,    2.02,    0.26,   -1.16,   0.159
19800815,    1.78,    0.57,   -1.02,   0.159
19800822,    0.61,    0.31,   -0.41,   0.159
19800829,   -2.42,    1.64,    0.40,   0.159
19800905,    2.18,    0.57,   -0.46,   0.188
19800912,    0.72,    2.08,   -1.89,   0.188
19800919,    2.73,    0.15,   -2.65,   0.188
19800926,   -2.51,   -1.18,    0.03,   0.188
19801003,    2.16,   -0.81,   -2.55,   0.237
19801010,    0.86,    1.43,   -0.95,   0.237
19801017,    0.46,   -0.33,   -0.25,   0.237
19801024,   -1.45,    0.70,    0.96,   0.237
19801031,   -2.06,    0.55,    0.06,   0.237
19801107,    1.07,   -1.02,   -2.07,   0.238
19801114,    5.93,   -1.74,   -3.24,   0.238
19801121,    1.44,   -0.15,   -2.41,   0.238
19801128,    0.86,   -0.31,   -0.02,   0.238
19801205,   -4.60,    2.22,    0.91,   0.325
19801212,   -4.31,   -2.58,    2.13,   0.325
19801219,    3.34,   -0.97,    0.60,   0.325
19801226,    1.69,    0.23,    0.11,   0.325
19810102,   -0.03,    1.20,   -0.29,   0.258
19810109,   -2.68,    0.06,    3.73,   0.258
19810116,    0.95,    0.73,   -0.40,   0.258
19810123,   -3.37,    1.60,    0.97,   0.258
19810130,   -0.54,    0.42,    1.77,   0.258
19810206,    0.74,   -0.31,    0.55,   0.266
19810213,   -2.79,    1.21,    1.60,   0.266
19810220,   -0.84,   -0.65,    0.48,   0.266
19810227,    3.59,   -0.66,   -1.76,   0.266
19810306,   -0.81,    1.88,    0.67,   0.301
19810313,    2.17,   -1.05,    0.33,   0.301
19810320,    0.89,    1.69,    1.33,   0.301
19810327,    0.45,    0.76,   -1.53,   0.301
19810403,    0.66,    1.27,    0.22,   0.268
19810410,   -0.44,    1.44,    0.94,   0.268
19810416,   -0.23,    0.88,    0.23,   0.268
19810424,    0.18,    1.20,    0.24,   0.268
19810501,   -1.87,   -0.18,    0.10,   0.287
19810508,   -0.77,   -0.65,   -0.54,   0.287
19810515,    0.35,    0.10,    1.21,   0.287
19810522,   -0.18,    1.34,   -0.70,   0.287
19810529,    0.84,    1.15,    0.04,   0.287
19810605,   -0.76,    0.01,    0.91,   0.335
19810612,    0.82,   -0.11,    1.79,   0.335
19810619,   -1.30,   -0.36,    2.12,   0.335
19810626,    0.01,   -0.07,   -0.02,   0.335
19810702,   -3.30,    0.23,    0.80,   0.309
19810710,    0.01,   -1.35,    0.01,   0.309
19810717,    0.79,   -0.20,   -0.90,   0.309
19810724,   -2.09,   -0.59,    0.31,   0.309
19810731,    1.58,   -0.45,   -0.61,   0.309
19810807,    0.76,   -0.96,   -0.21,   0.319
19810814,    0.29,   -0.41,    0.08,   0.319
19810821,   -2.82,    0.24,    1.64,   0.319
19810828,   -4.27,   -0.95,    2.65,   0.319
19810904,   -3.69,   -0.05,    2.14,   0.310
19810911,    0.82,   -1.16,   -0.07,   0.310
19810918,   -4.56,    0.77,    3.46,   0.310
19810925,   -3.98,   -2.27,    3.42,   0.310
19811002,    5.79,   -0.09,   -5.12,   0.300
19811009,    2.07,    1.92,   -1.79,   0.300
19811016,   -1.85,    1.21,    1.32,   0.300
19811023,   -0.59,    0.36,   -0.70,   0.300
19811030,    2.46,   -1.26,   -1.05,   0.300
19811106,    1.23,    0.73,   -0.26,   0.266
19811113,   -0.90,    0.26,    3.47,   0.266
19811120,    0.03,   -1.13,    0.45,   0.266
19811127,    2.11,   -0.57,   -1.00,   0.266
19811204,    0.50,   -0.16,   -0.75,   0.218
19811211,   -1.24,    0.16,    0.00,   0.218
19811218,   -0.92,    0.31,   -0.58,   0.218
19811224,   -1.10,    0.43,    0.82,   0.218
19811231,   -0.24,    0.18,    0.40,   0.218
19820108,   -2.49,    0.80,    2.89,   0.198
19820115,   -3.07,    0.05,    1.03,   0.198
19820122,   -1.06,   -0.09,    1.48,   0.198
19820129,    3.45,   -2.11,   -2.35,   0.198
19820205,   -1.88,    1.69,    1.28,   0.230
19820212,   -2.68,   -0.56,    2.73,   0.230
19820219,   -1.09,    0.04,   -0.29,   0.230
19820226,   -0.28,   -0.52,    2.48,   0.230
19820305,   -3.43,   -0.54,    6.44,   0.244
19820312,   -1.37,   -1.46,    1.89,   0.244
19820319,    1.66,    0.33,   -2.69,   0.244
19820326,    1.39,    1.11,   -2.00,   0.244
19820402,    2.31,   -0.36,   -2.38,   0.281
19820408,    0.84,    0.46,   -0.87,   0.281
19820416,    0.39,    0.29,   -0.13,   0.281
19820423,    1.22,   -0.02,    0.08,   0.281
19820430,   -1.84,    1.52,    0.07,   0.281
19820507,    2.52,   -1.09,   -0.30,   0.264
19820514,   -1.03,    0.95,   -0.15,   0.264
19820521,   -2.91,   -0.20,    1.60,   0.264
19820528,   -2.47,    0.48,    0.60,   0.264
19820604,   -1.88,   -0.02,    0.67,   0.238
19820611,    0.59,   -1.15,   -0.19,   0.238
19820618,   -3.64,    0.85,    2.11,   0.238
19820625,    1.42,    0.00,   -1.83,   0.238
19820702,   -1.21,    0.69,    1.14,   0.262
19820709,    0.40,   -0.96,   -0.23,   0.262
19820716,    1.60,   -0.80,   -1.43,   0.262
19820723,   -0.04,    0.98,    0.15,   0.262
19820730,   -3.64,    0.73,    0.60,   0.262
19820806,   -2.75,    0.58,    2.79,   0.190
19820813,   -0.53,   -2.68,    2.64,   0.190
19820820,    8.10,   -2.82,    0.05,   0.190
19820827,    4.35,    1.66,   -3.93,   0.190
19820903,    4.34,   -1.47,   -1.49,   0.128
19820910,   -1.04,    1.81,    0.33,   0.128
19820917,    1.34,    0.24,   -0.85,   0.128
19820924,    0.63,    0.12,    0.05,   0.128
19821001,   -1.04,    0.62,    1.38,   0.147
19821008,    7.00,   -2.23,   -1.36,   0.147
19821015,    2.03,    2.06,   -0.72,   0.147
19821022,    3.97,    0.74,   -1.88,   0.147
19821029,   -3.10,    2.01,    0.57,   0.147
19821105,    6.49,    0.16,   -0.91,   0.158
19821112,   -0.94,    3.66,   -0.43,   0.158
19821119,   -1.72,    0.64,    0.80,   0.158
19821126,   -1.39,    1.14,   -0.02,   0.158
19821203,    2.57,    0.16,   -1.97,   0.168
19821210,    0.14,   -0.42,   -0.52,   0.168
19821217,   -1.85,   -0.90,    1.23,   0.168
19821223,    1.32,   -0.24,   -0.42,   0.168
19821231,    0.63,    0.24,    0.23,   0.168
19830107,    3.08,    0.01,    0.67,   0.171
19830114,    1.30,    1.57,   -0.55,   0.171
19830121,   -1.76,    0.78,    0.09,   0.171
19830128,    0.36,    0.33,   -0.69,   0.171
19830204,    1.43,    0.51,    0.37,   0.154
19830211,    1.09,    1.30,   -0.38,   0.154
19830218,    0.51,    1.16,   -0.88,   0.154
19830225,    1.11,   -0.84,    0.64,   0.154
19830304,    2.32,   -0.27,    1.40,   0.158
19830311,   -1.32,    1.89,    0.82,   0.158
19830318,   -1.02,    0.39,    1.04,   0.158
19830325,    1.80,    0.43,   -0.44,   0.158
19830331,   -0.05,   -0.02,   -0.37,   0.158
19830408,   -0.43,   -0.34,    1.52,   0.178
19830415,    3.81,    0.55,   -1.10,   0.178
19830422,    1.07,    1.06,    0.07,   0.178
19830429,    2.07,   -0.67,    0.07,   0.178
19830506,    1.55,    1.66,   -0.27,   0.172
19830513,   -0.28,    2.10,    0.02,   0.172
19830520,   -1.33,    0.90,   -0.63,   0.172
19830527,    1.81,    1.06,   -0.74,   0.172
19830603,   -0.06,    0.64,   -0.91,   0.166
19830610,   -0.60,    1.45,   -0.68,   0.166
19830617,    3.50,   -0.18,   -1.24,   0.166
19830624,    0.73,    0.22,   -1.41,   0.166
19830701,   -1.24,   -0.27,    0.89,   0.185
19830708,   -1.11,    0.85,    1.00,   0.185
19830715,   -1.95,    0.30,    1.94,   0.185
19830722,    2.41,   -0.66,   -1.01,   0.185
19830729,   -3.97,    0.68,    3.64,   0.185
19830805,   -1.03,   -1.70,    1.37,   0.190
19830812,    0.16,   -0.96,    0.93,   0.190
19830819,    0.70,   -0.36,    1.60,   0.190
19830826,   -1.57,   -0.43,    2.19,   0.190
19830902,    1.73,   -0.39,   -1.35,   0.190
19830909,    1.32,    0.41,    0.53,   0.190
19830916,   -0.81,   -0.02,    0.75,   0.190
19830923,    1.89,   -0.68,   -0.36,   0.190
19830930,   -2.10,    0.45,    0.78,   0.190
19831007,    2.20,   -2.14,   -1.08,   0.190
19831014,   -1.12,   -0.50,    2.14,   0.190
19831021,   -2.84,   -0.20,    2.78,   0.190
19831028,   -1.58,   -0.47,    0.53,   0.190
19831104,   -0.56,   -0.45,    0.91,   0.175
19831111,    1.97,   -0.89,   -1.11,   0.175
19831118,   -0.13,    1.96,   -1.06,   0.175
19831125,    1.08,   -0.04,    1.35,   0.175
19831202,   -1.00,    1.25,    0.71,   0.181
19831209,   -0.48,   -0.21,    0.76,   0.181
19831216,   -1.80,    0.35,    0.58,   0.181
19831223,    0.19,   -0.39,   -0.56,   0.181
19831230,    0.85,   -0.32,    0.22,   0.181
19840106,    2.65,    0.15,   -0.34,   0.189
19840113,   -1.17,    1.35,    2.01,   0.189
19840120,   -0.87,    0.36,    0.85,   0.189
19840127,   -1.91,   -0.97,    3.53,   0.189
19840203,   -2.26,   -1.01,    2.17,   0.178
19840210,   -3.27,   -1.28,    1.08,   0.178
19840217,   -0.68,   -0.37,    0.62,   0.178
19840224,    0.65,   -1.13,   -0.13,   0.178
19840302,    1.30,    0.60,    0.97,   0.182
19840309,   -3.04,    1.42,    1.43,   0.182
19840316,    2.79,   -1.00,   -2.18,   0.182
19840323,   -1.68,    0.80,    1.20,   0.182
19840330,    1.25,   -1.05,    0.11,   0.182
19840406,   -2.63,    0.04,    1.85,   0.203
19840413,    0.80,   -0.98,    0.14,   0.203
19840419,    0.28,    0.11,   -0.41,   0.203
19840427,    0.97,   -0.47,   -0.30,   0.203
19840504,    0.11,    1.27,   -0.43,   0.195
19840511,   -0.46,   -0.22,    0.04,   0.195
19840518,   -2.12,   -0.08,    0.78,   0.195
19840525,   -2.96,   -0.85,    0.59,   0.195
19840601,    0.95,   -0.53,   -1.43,   0.188
19840608,    1.25,    0.48,   -1.22,   0.188
19840615,   -3.30,    1.41,    0.41,   0.188
19840622,    3.01,   -2.13,   -1.96,   0.188
19840629,   -0.73,    0.39,    0.73,   0.188
19840706,   -0.78,   -0.02,    0.81,   0.204
19840713,   -1.11,    0.09,    0.96,   0.204
19840720,   -1.33,   -0.54,    1.78,   0.204
19840727,    0.62,   -1.99,   -1.99,   0.204
19840803,    7.19,   -1.16,   -5.61,   0.207
19840810,    2.07,    0.03,    0.36,   0.207
19840817,   -0.90,    0.61,    0.94,   0.207
19840824,    1.71,   -0.36,    0.59,   0.207
19840831,   -0.41,    0.74,    0.72,   0.207
19840907,   -1.25,    0.63,    0.93,   0.214
19840914,    2.24,   -1.18,    0.07,   0.214
19840921,   -1.55,    1.37,    2.27,   0.214
19840928,   -0.20,   -0.69,    2.02,   0.214
19841005,   -2.18,    0.68,    1.42,   0.248
19841012,    0.69,   -0.78,    0.29,   0.248
19841019,    2.06,   -0.61,   -2.44,   0.248
19841026,   -1.79,    0.31,    1.30,   0.248
19841102,    1.10,   -1.12,    0.51,   0.183
19841109,    0.22,    0.35,    1.03,   0.183
19841116,   -2.09,    0.23,    0.84,   0.183
19841123,    1.12,   -1.51,    0.24,   0.183
19841130,   -1.81,    0.58,    1.47,   0.183
19841207,   -0.99,   -0.60,    1.21,   0.160
19841214,    0.25,   -0.10,   -0.63,   0.160
19841221,    1.80,   -0.24,   -0.77,   0.160
19841228,    0.29,    0.29,    0.23,   0.160
19850104,   -1.26,    1.72,    0.02,   0.161
19850111,    2.46,   -0.33,   -0.90,   0.161
19850118,    2.26,    1.46,   -1.36,   0.161
19850125,    3.40,   -0.29,   -2.50,   0.161
19850201,    0.83,    0.88,   -0.04,   0.144
19850208,    2.42,    0.76,   -1.03,   0.144
19850215,   -0.23,    0.69,    0.72,   0.144
19850222,   -1.08,    0.25,    0.31,   0.144
19850301,    1.63,   -1.47,   -0.79,   0.154
19850308,   -2.10,    1.19,    1.94,   0.154
19850315,   -1.38,    0.06,    1.34,   0.154
19850322,    0.81,   -1.51,    0.02,   0.154
19850329,    0.81,   -0.67,    1.10,   0.154
19850404,   -0.96,    0.30,    0.93,   0.179
19850412,    0.76,   -0.09,    0.48,   0.179
19850419,    0.19,    0.07,    0.53,   0.179
19850426,    0.35,   -0.39,    0.59,   0.179
19850503,   -1.31,   -0.17,    1.88,   0.165
19850510,    2.48,   -0.46,   -1.38,   0.165
19850517,    1.57,   -0.46,   -0.01,   0.165
19850524,    0.36,   -0.32,   -0.47,   0.165
19850531,    0.45,   -0.51,    0.32,   0.165
19850607,    0.31,    0.13,   -0.47,   0.138
19850614,   -1.34,    0.37,    2.18,   0.138
19850621,    0.89,   -0.58,    0.51,   0.138
19850628,    1.43,    0.49,   -1.86,   0.138
19850705,    0.45,    0.64,    0.24,   0.156
19850712,    0.43,    0.49,    0.45,   0.156
19850719,    0.92,    1.33,   -0.96,   0.156
19850726,   -1.73,    0.75,   -1.39,   0.156
19850802,   -0.42,    0.17,   -0.28,   0.137
19850809,   -1.56,   -0.54,    0.83,   0.137
19850816,   -1.07,    0.10,    0.94,   0.137
19850823,    0.36,   -0.19,    0.65,   0.137
19850830,    0.77,   -0.13,    0.23,   0.137
19850906,   -0.42,   -0.36,   -0.10,   0.151
19850913,   -3.05,   -0.28,    0.16,   0.151
19850920,   -0.56,   -0.30,    0.41,   0.151
19850926,   -0.83,   -0.42,    0.73,   0.151
19851004,    0.80,   -0.57,    1.63,   0.162
19851011,    0.52,   -0.40,   -0.17,   0.162
19851018,    1.52,   -0.09,   -1.34,   0.162
19851025,    0.14,   -0.19,    0.51,   0.162
19851101,    1.87,   -0.88,    0.06,   0.152
19851108,    1.54,    0.22,   -0.63,   0.152
19851115,    2.08,   -0.22,   -0.48,   0.152
19851122,    1.59,    0.16,   -0.71,   0.152
19851129,    0.34,    0.34,   -0.72,   0.152
19851206,    0.35,    0.50,   -0.79,   0.162
19851213,    3.19,   -1.28,   -1.70,   0.162
19851220,    0.11,   -0.34,    1.10,   0.162
19851227,   -0.57,    0.73,   -0.19,   0.162
19860103,    0.59,    0.63,    0.65,   0.139
19860110,   -2.05,    0.50,    0.55,   0.139
19860117,    1.36,    0.82,   -0.11,   0.139
19860124,   -0.82,    0.51,   -0.22,   0.139
19860131,    2.26,   -1.44,   -0.25,   0.139
19860207,    1.51,   -0.15,   -1.92,   0.132
19860214,    2.31,   -0.73,    0.27,   0.132
19860221,    2.02,   -0.28,   -0.13,   0.132
19860228,    1.09,    0.46,    1.00,   0.132
19860307,   -0.19,    1.57,    0.04,   0.149
19860314,    4.03,   -2.08,   -0.49,   0.149
19860321,   -0.90,    1.70,    0.08,   0.149
19860327,    1.80,   -2.00,    0.11,   0.149
19860404,   -3.50,    2.36,    0.35,   0.130
19860411,    2.68,   -1.17,   -1.27,   0.130
19860418,    2.65,    0.12,   -1.39,   0.130
19860425,   -0.27,    0.88,   -1.06,   0.130
19860502,   -2.94,    0.69,    0.71,   0.123
19860509,    1.36,    0.10,    0.67,   0.123
19860516,   -1.85,    0.81,    0.16,   0.123
19860523,    3.10,   -1.86,   -0.60,   0.123
19860530,    2.20,   -0.37,   -0.80,   0.123
19860606,   -0.70,    0.72,   -0.32,   0.131
19860613,   -0.03,   -0.19,   -0.09,   0.131
19860620,    0.07,   -1.66,    1.09,   0.131
19860627,    1.17,    0.12,    0.63,   0.131
19860703,    1.08,    0.10,   -0.59,   0.130
19860711,   -3.90,   -0.46,    3.20,   0.130
19860718,   -2.47,   -0.57,    1.89,   0.130
19860725,    1.17,   -2.06,    0.16,   0.130
19860801,   -2.36,   -0.25,    0.76,   0.115
19860808,    0.48,   -1.54,    1.56,   0.115
19860815,    4.14,   -1.20,   -0.75,   0.115
19860822,    0.95,   -1.04,    1.53,   0.115
